"UnitID","DistrictID"
"401","9"
"402","9"
"403","9"
"404","10"
"405","10"
"406","10"
"407","10"
"408","10"
"409","10"
"410","10"
"411","10"
"412","10"
"413","10"
"414","10"
"415","10"
"416","10"
"417","10"
"418","10"
"419","10"
"420","10"
"421","10"
"422","10"
"423","10"
"424","10"
"425","10"
"426","10"
"427","10"
"428","10"
"429","10"
"430","10"
"431","10"
"432","10"
"433","11"
"434","11"
"435","11"
"436","11"
"437","11"
"438","11"
"439","11"
"440","11"
"441","11"
"442","11"
"443","11"
"444","11"
"445","11"
"446","11"
"447","11"
"448","11"
"449","11"
"450","11"
"451","11"
"452","11"
"453","11"
"454","11"
"455","11"
"456","11"
"457","11"
"458","11"
"459","11"
"460","11"
"461","11"
"462","11"
"463","11"
"464","11"
"465","11"
"466","11"
"467","11"
"468","11"
"469","11"
"470","11"
"471","11"
"472","11"
"473","11"
"474","11"
"475","11"
"476","11"
"477","11"
"478","11"
"479","11"
"480","11"
"481","11"
"482","11"
"483","11"
"484","11"
"485","11"
"486","11"
"487","11"
"488","11"
"489","11"
"490","12"
"491","12"
"492","12"
"493","12"
"494","12"
"495","12"
"496","12"
"497","12"
"498","12"
"499","12"
"500","12"
"501","12"
"502","12"
"503","12"
"504","12"
"505","12"
"506","12"
"507","12"
"508","12"
"509","12"
"510","12"
"511","12"
"512","12"
"513","12"
"514","12"
"515","12"
"516","12"
"517","12"
"518","12"
"519","13"
"520","13"
"521","13"
"522","13"
"523","13"
"524","13"
"525","13"
"526","13"
"527","13"
"528","13"
"529","13"
"530","13"
"531","13"
"532","13"
"533","13"
"534","13"
"535","13"
"536","13"
"537","13"
"538","13"
"539","13"
"540","13"
"541","13"
"542","13"
"543","13"
"544","13"
"545","13"
"546","13"
"547","13"
"548","14"
"549","14"
"550","14"
"551","14"
"552","14"
"553","14"
"554","14"
"555","14"
"556","14"
"557","14"
"558","14"
"559","14"
"560","14"
"561","14"
"562","14"
"563","14"
"564","14"
"565","14"
"566","14"
"567","14"
"568","14"
"569","14"
"570","14"
"571","14"
"572","14"
"573","14"
"574","14"
"575","14"
"576","14"
"577","15"
"578","15"
"579","15"
"580","15"
"581","15"
"582","15"
"583","15"
"584","15"
"585","15"
"586","15"
"587","15"
"588","15"
"589","15"
"590","15"
"591","15"
"592","15"
"593","15"
"594","15"
"595","15"
"596","15"
"597","15"
"598","15"
"599","15"
"600","15"
"601","15"
"602","15"
"603","15"
"604","15"
"605","15"
"606","16"
"607","16"
"608","16"
"609","16"
"610","16"
"611","16"
"612","16"
"613","16"
"614","16"
"615","16"
"616","16"
"617","16"
"618","16"
"619","16"
"620","16"
"621","16"
"622","16"
"623","16"
"624","16"
"625","16"
"626","16"
"627","16"
"628","16"
"629","16"
"630","16"
"631","16"
"632","16"
"633","16"
"634","16"
"635","17"
"636","17"
"637","17"
"638","17"
"639","17"
"640","17"
"641","17"
"642","17"
"643","17"
"644","17"
"645","17"
"646","17"
"647","17"
"648","17"
"649","17"
"650","17"
"651","17"
"652","17"
"653","17"
"654","17"
"655","17"
"656","17"
"657","17"
"658","17"
"659","17"
"660","17"
"661","17"
"662","17"
"663","17"
"664","17"
"665","17"
"666","17"
"667","17"
"668","17"
"669","17"
"670","17"
"671","17"
"672","17"
"673","17"
"674","17"
"675","17"
"676","17"
"677","17"
"678","17"
"679","17"
"680","17"
"681","17"
"682","17"
"683","17"
"684","17"
"685","17"
"686","17"
"687","17"
"688","17"
"689","17"
"690","17"
"691","17"
"692","18"
"693","18"
"694","18"
"695","18"
"696","18"
"697","18"
"698","18"
"699","18"
"700","18"
"701","18"
"702","18"
"703","18"
"704","18"
"705","18"
"706","18"
"707","18"
"708","18"
"709","18"
"710","18"
"711","18"
"712","18"
"713","18"
"714","18"
"715","18"
"716","18"
"717","18"
"718","18"
"719","18"
"720","18"
"721","19"
"722","19"
"723","19"
"724","19"
"725","19"
"726","19"
"727","19"
"728","19"
"729","19"
"730","19"
"731","19"
"732","19"
"733","19"
"734","19"
"735","19"
"736","19"
"737","19"
"738","19"
"739","19"
"740","19"
"741","19"
"742","19"
"743","19"
"744","19"
"745","19"
"746","19"
"747","19"
"748","19"
"749","19"
"750","20"
"751","20"
"752","20"
"753","20"
"754","20"
"755","20"
"756","20"
"757","20"
"758","20"
"759","20"
"760","20"
"761","20"
"762","20"
"763","20"
"764","20"
"765","20"
"766","20"
"767","20"
"768","20"
"769","20"
"770","20"
"771","20"
"772","20"
"773","20"
"774","20"
"775","20"
"776","20"
"777","20"
"778","20"
"779","21"
"780","21"
"781","21"
"782","21"
"783","21"
"784","21"
"785","21"
"786","21"
"787","21"
"788","21"
"789","21"
"790","21"
"791","21"
"792","21"
"793","21"
"794","21"
"795","21"
"796","21"
"797","21"
"798","21"
"799","21"
"800","21"
"801","21"
"802","21"
"803","21"
"804","21"
"805","21"
"806","21"
"807","21"
"808","22"
"809","22"
"810","22"
"811","22"
"812","22"
"813","22"
"814","22"
"815","22"
"816","22"
"817","22"
"818","22"
"819","22"
"820","22"
"821","22"
"822","22"
"823","22"
"824","22"
"825","22"
"826","22"
"827","22"
"828","22"
"829","22"
"830","22"
"831","22"
"832","22"
"833","22"
"834","22"
"835","22"
"836","22"
"837","22"
"838","22"
"839","22"
"840","22"
"841","22"
"842","22"
"843","22"
"844","22"
"845","22"
"846","22"
"847","22"
"848","22"
"849","22"
"850","22"
"851","22"
"852","22"
"853","22"
"854","22"
"855","22"
"856","22"
"857","22"
"858","22"
"859","22"
"860","22"
"861","22"
"862","22"
"863","22"
"864","22"
"865","23"
"866","23"
"867","23"
"868","23"
"869","23"
"870","23"
"871","23"
"872","23"
"873","23"
"874","23"
"875","23"
"876","23"
"877","23"
"878","23"
"879","23"
"880","23"
"881","23"
"882","23"
"883","23"
"884","23"
"885","23"
"886","23"
"887","23"
"888","23"
"889","23"
"890","23"
"891","23"
"892","23"
"893","23"
"894","24"
"895","24"
"896","24"
"897","24"
"898","24"
"899","24"
"900","24"
"901","24"
"902","24"
"903","24"
"904","24"
"905","24"
"906","24"
"907","24"
"908","24"
"909","24"
"910","24"
"911","24"
"912","24"
"913","24"
"914","24"
"915","24"
"916","24"
"917","24"
"918","24"
"919","24"
"920","24"
"921","24"
"922","24"
"923","25"
"924","25"
"925","25"
"926","25"
"927","25"
"928","25"
"929","25"
"930","25"
"931","25"
"932","25"
"933","25"
"934","25"
"935","25"
"936","25"
"937","25"
"938","25"
"939","25"
"940","25"
"941","25"
"942","25"
"943","25"
"944","25"
"945","25"
"946","25"
"947","25"
"948","25"
"949","25"
"950","25"
"951","25"
"952","26"
"953","26"
"954","26"
"955","26"
"956","26"
"957","26"
"958","26"
"959","26"
"960","26"
"961","26"
"962","26"
"963","26"
"964","26"
"965","26"
"966","26"
"967","26"
"968","26"
"969","26"
"970","26"
"971","26"
"972","26"
"973","26"
"974","26"
"975","26"
"976","26"
"977","26"
"978","26"
"979","26"
"980","26"
"981","27"
"982","27"
"983","27"
"984","27"
"985","27"
"986","27"
"987","27"
"988","27"
"989","27"
"990","27"
"991","27"
"992","27"
"993","27"
"994","27"
"995","27"
"996","27"
"997","27"
"998","27"
"999","27"
"1000","27"
"1001","27"
"1002","27"
"1003","27"
"1004","27"
"1005","27"
"1006","27"
"1007","27"
"1008","27"
"1009","27"
"1010","28"
"1011","28"
"1012","28"
"1013","28"
"1014","28"
"1015","28"
"1016","28"
"1017","28"
"1018","28"
"1019","28"
"1020","28"
"1021","28"
"1022","28"
"1023","28"
"1024","28"
"1025","28"
"1026","28"
"1027","28"
"1028","28"
"1029","28"
"1030","28"
"1031","28"
"1032","28"
"1033","28"
"1034","28"
"1035","28"
"1036","28"
"1037","28"
"1038","28"
"1039","29"
"1040","29"
"1041","29"
"1042","29"
"1043","29"
"1044","29"
"1045","29"
"1046","29"
"1047","29"
"1048","29"
"1049","29"
"1050","29"
"1051","29"
"1052","29"
"1053","29"
"1054","29"
"1055","29"
"1056","29"
"1057","29"
"1058","29"
"1059","29"
"1060","29"
"1061","29"
"1062","29"
"1063","29"
"1064","29"
"1065","29"
"1066","29"
"1067","29"
"1068","30"
"1069","30"
"1070","30"
"1071","30"
"1072","30"
"1073","30"
"1074","30"
"1075","30"
"1076","30"
"1077","30"
"1078","30"
"1079","30"
"1080","30"
"1081","30"
"1082","30"
"1083","30"
"1084","30"
"1085","30"
"1086","30"
"1087","30"
"1088","30"
"1089","30"
"1090","30"
"1091","30"
"1092","30"
"1093","30"
"1094","30"
"1095","30"
"1096","30"
"1097","31"
"1098","31"
"1099","31"
"1100","31"
"1101","31"
"1102","31"
"1103","31"
"1104","31"
"1105","31"
"1106","31"
"1107","31"
"1108","31"
"1109","31"
"1110","31"
"1111","31"
"1112","31"
"1113","31"
"1114","31"
"1115","31"
"1116","31"
"1117","31"
"1118","31"
"1119","31"
"1120","31"
"1121","31"
"1122","31"
"1123","31"
"1124","31"
"1125","31"
