ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
118,90,1,2023-02-11,1,16,626,2109,32,208,1,0
119,90,1,2023-02-14,1,16,626,2109,32,209,1,0
120,91,1,2024-05-10,1,17,657,2058,34,210,1,0
121,92,1,2024-06-04,1,21,781,2281,42,212,1,0
122,92,1,2024-06-29,1,21,781,2281,42,213,1,0
123,93,1,2025-03-26,1,30,1070,186,60,215,1,0
124,94,2,2024-08-09,1,27,989,799,54,216,1,0
125,94,1,2024-07-21,1,27,989,799,54,217,1,0
126,94,1,2024-08-17,1,27,989,799,54,218,1,0
127,96,1,2024-04-29,1,30,1082,1936,60,223,1,0
128,96,1,2024-04-26,1,30,1082,1936,60,224,1,0
129,97,1,2023-10-28,1,20,755,1375,39,225,1,0
130,97,1,2023-10-27,1,20,755,1375,39,226,1,0
131,97,1,2023-11-11,1,20,755,1375,39,227,1,0
132,98,2,2024-07-13,1,20,751,1203,39,228,1,0
133,99,1,2024-08-23,1,5,279,2061,10,229,1,0
134,99,1,2024-08-23,1,5,279,2061,10,230,1,0
135,99,1,2024-08-04,1,5,279,2061,10,231,1,0
136,102,1,2023-05-03,1,17,681,909,33,238,1,0
137,102,1,2023-04-15,1,17,681,909,33,239,1,0
138,104,1,2023-08-08,1,17,665,113,33,245,1,0
139,105,1,2023-11-02,1,4,170,244,8,246,1,0
140,105,1,2023-10-25,1,4,170,244,8,247,1,0
141,105,1,2023-10-11,1,4,170,244,8,248,1,0
142,106,1,2023-05-07,1,3,135,886,5,250,1,0
143,106,1,2023-04-20,1,3,135,886,5,251,1,0
144,107,1,2025-02-22,1,12,499,1589,23,253,1,0
145,108,1,2024-05-05,1,20,768,1878,39,255,1,0
146,108,1,2024-04-12,1,20,768,1878,39,256,1,0
147,110,1,2024-08-01,1,1,14,2305,2,259,1,0
148,110,2,2024-08-27,1,1,14,2305,2,260,1,0
149,111,1,2023-01-13,1,5,259,664,9,261,1,0
150,113,2,2023-10-21,1,29,1053,5,57,264,1,0
151,113,1,2023-11-01,1,29,1053,5,57,265,1,0
152,113,1,2023-10-30,1,29,1053,5,57,266,1,0
153,114,1,2023-09-19,1,1,27,1135,1,267,1,0
154,115,1,2025-01-05,1,3,118,1803,6,270,1,0
155,116,1,2025-04-12,1,21,793,832,42,274,1,0
156,116,2,2025-04-03,1,21,793,832,42,275,1,0
157,118,1,2026-02-17,1,18,704,2109,35,277,1,0
158,119,1,2025-08-15,1,15,577,236,29,280,1,0
159,119,1,2025-08-24,1,15,577,236,29,281,1,0
160,119,1,2025-08-29,1,15,577,236,29,283,1,0
161,120,1,2025-01-13,1,10,409,2312,20,284,1,0
162,120,1,2025-02-07,1,10,409,2312,20,286,1,0
163,121,1,2024-09-24,1,22,814,982,44,289,1,0
164,122,2,2024-04-03,1,22,846,428,43,290,1,0
165,122,2,2024-04-11,1,22,846,428,43,292,1,0
166,123,1,2024-06-16,1,25,944,200,49,293,1,0
167,123,1,2024-07-07,1,25,944,200,49,295,1,0
168,123,1,2024-06-29,1,25,944,200,49,296,1,0
169,124,1,2023-05-10,1,31,1100,187,61,298,1,0
170,124,1,2023-05-28,1,31,1100,187,61,299,1,0
171,125,1,2025-01-07,1,18,709,721,35,300,1,0
172,125,1,2025-01-15,1,18,709,721,35,301,1,0
173,126,1,2024-04-02,1,26,971,929,51,302,1,0
174,126,1,2024-04-25,1,26,971,929,51,303,1,0
175,126,2,2024-04-20,1,26,971,929,51,305,1,0
176,127,2,2023-07-14,1,9,375,1074,18,306,1,0
177,127,1,2023-07-26,1,9,375,1074,18,307,1,0
178,128,1,2024-01-10,1,9,378,750,18,308,1,0
179,129,1,2026-03-19,1,5,250,1579,9,311,1,0
180,130,1,2023-06-02,1,14,549,1352,27,312,1,0
181,132,1,2023-10-21,1,9,380,1886,18,315,1,0
182,133,1,2024-01-26,1,17,686,650,33,317,1,0
183,135,1,2023-10-30,1,19,734,1316,38,320,1,0
184,135,1,2023-10-19,1,19,734,1316,38,321,1,0
185,136,1,2024-04-14,1,15,599,1251,30,323,1,0
186,136,1,2024-04-13,1,15,599,1251,30,324,1,0
187,137,1,2026-01-01,1,30,1092,425,60,326,1,0
188,137,2,2025-12-09,1,30,1092,425,60,327,1,0
189,138,1,2026-03-15,1,11,458,1458,21,331,1,0
190,139,1,2024-06-15,1,9,388,907,17,332,1,0
191,139,1,2024-07-07,1,9,388,907,17,333,1,0
192,140,1,2025-11-24,1,22,852,2213,43,334,1,0
193,140,1,2025-11-04,1,22,852,2213,43,336,1,0
194,141,1,2025-05-27,1,14,575,1380,27,337,1,0
195,142,1,2025-07-07,1,26,960,1753,52,338,1,0
196,142,1,2025-06-30,1,26,960,1753,52,339,1,0
197,143,1,2023-05-02,1,5,270,2382,9,341,1,0
198,145,2,2024-07-02,1,15,578,1014,29,348,1,0
199,146,1,2026-05-15,1,11,462,1032,21,351,1,0
200,147,1,2024-10-29,1,20,772,1567,39,354,1,0
201,147,1,2024-10-28,1,20,772,1567,39,355,1,0
202,148,1,2025-07-31,1,9,389,1628,17,356,1,0
203,149,1,2023-11-16,1,7,323,1682,13,359,1,0
204,149,1,2023-11-09,1,7,323,1682,13,360,1,0
205,150,1,2026-01-19,1,11,457,2190,21,361,1,0
206,150,1,2026-01-31,1,11,457,2190,21,362,1,0
207,150,1,2026-01-15,1,11,457,2190,21,363,1,0
208,151,1,2023-05-19,1,31,1101,4,62,364,1,0
209,151,2,2023-05-25,1,31,1101,4,62,365,1,0
210,151,1,2023-05-05,1,31,1101,4,62,366,1,0
211,152,1,2024-09-30,1,2,36,1037,3,368,1,0
212,152,1,2024-10-09,1,2,36,1037,3,369,1,0
213,154,1,2026-03-19,1,8,351,2188,15,371,1,0
214,154,1,2026-03-02,1,8,351,2188,15,372,1,0
215,155,2,2023-12-01,1,9,389,925,17,374,1,0
216,155,2,2023-12-10,1,9,389,925,17,375,1,0
217,155,1,2023-12-03,1,9,389,925,17,376,1,0
218,155,1,2023-12-14,1,9,389,925,17,377,1,0
219,156,1,2023-09-06,1,22,840,1444,44,378,1,0
220,156,2,2023-09-02,1,22,840,1444,44,380,1,0
221,157,1,2024-11-16,1,18,704,37,36,381,1,0
222,157,1,2024-11-28,1,18,704,37,36,382,1,0
223,157,1,2024-11-23,1,18,704,37,36,383,1,0
224,157,1,2024-11-11,1,18,704,37,36,384,1,0
225,158,1,2024-06-08,1,25,947,845,49,385,1,0
226,158,1,2024-05-16,1,25,947,845,49,386,1,0
227,158,1,2024-05-22,1,25,947,845,49,387,1,0
228,158,1,2024-05-11,1,25,947,845,49,388,1,0
229,160,1,2025-04-18,1,21,800,833,42,390,1,0
230,160,1,2025-04-06,1,21,800,833,42,391,1,0
231,160,2,2025-04-14,1,21,800,833,42,392,1,0
232,161,1,2023-10-04,1,12,517,1405,24,394,1,0
233,161,1,2023-10-18,1,12,517,1405,24,395,1,0
234,162,1,2025-07-17,1,15,604,1593,30,396,1,0
235,162,1,2025-06-26,1,15,604,1593,30,397,1,0
236,162,1,2025-07-19,1,15,604,1593,30,398,1,0
237,163,1,2023-06-04,1,5,188,587,10,399,1,0
238,163,1,2023-05-22,1,5,188,587,10,400,1,0
239,163,2,2023-06-05,1,5,188,587,10,401,1,0
240,164,1,2024-10-09,1,19,744,1103,38,402,1,0
241,164,1,2024-10-18,1,19,744,1103,38,403,1,0
242,164,1,2024-10-19,1,19,744,1103,38,404,1,0
243,165,1,2025-05-31,1,8,374,2073,15,407,1,0
244,165,1,2025-06-09,1,8,374,2073,15,408,1,0
245,165,1,2025-06-20,1,8,374,2073,15,409,1,0
246,166,2,2024-01-22,1,26,980,359,52,410,1,0
247,167,1,2023-03-22,1,2,60,1965,3,413,1,0
248,167,2,2023-04-12,1,2,60,1965,3,414,1,0
249,168,2,2024-11-11,1,27,1005,2130,53,416,1,0
250,169,1,2023-07-30,1,17,674,2034,33,418,1,0
251,171,1,2024-11-09,1,1,25,82,1,421,1,0
252,172,1,2023-07-27,1,30,1096,175,59,422,1,0
253,172,2,2023-08-19,1,30,1096,175,59,425,1,0
254,173,1,2023-07-05,1,23,882,353,46,427,1,0
255,174,1,2026-02-06,1,7,325,1679,13,429,1,0
256,174,1,2026-01-26,1,7,325,1679,13,430,1,0
257,174,1,2026-02-02,1,7,325,1679,13,431,1,0
258,175,2,2025-06-13,1,10,428,1079,20,432,1,0
259,176,1,2024-11-02,1,14,553,972,28,433,1,0
260,177,1,2023-06-10,1,30,1071,1816,60,434,1,0
261,177,1,2023-05-31,1,30,1071,1816,60,435,1,0
262,178,1,2025-03-29,1,5,262,1074,9,436,1,0
263,179,1,2024-05-28,1,20,761,244,40,437,1,0
264,179,1,2024-05-09,1,20,761,244,40,439,1,0
265,179,1,2024-05-07,1,20,761,244,40,440,1,0
266,180,1,2025-06-09,1,30,1077,206,59,442,1,0
267,180,2,2025-06-20,1,30,1077,206,59,443,1,0
268,182,1,2026-03-30,1,5,228,1863,9,446,1,0
269,183,1,2023-06-21,1,14,553,2390,28,449,1,0
270,183,1,2023-06-21,1,14,553,2390,28,450,1,0
271,184,1,2024-10-23,1,5,227,700,10,451,1,0
272,185,1,2026-03-05,1,24,898,2343,48,452,1,0
273,185,1,2026-02-20,1,24,898,2343,48,454,1,0
274,186,1,2023-02-07,1,6,304,2014,11,455,1,0
275,186,1,2023-01-28,1,6,304,2014,11,457,1,0
276,186,1,2023-01-20,1,6,304,2014,11,458,1,0
277,187,1,2025-03-27,1,5,190,963,10,459,1,0
278,188,1,2024-07-28,1,29,1055,487,57,460,1,0
279,188,1,2024-08-04,1,29,1055,487,57,461,1,0
280,189,2,2025-02-11,1,17,659,1161,34,463,1,0
281,190,1,2023-06-06,1,28,1026,557,56,465,1,0
282,192,1,2024-02-15,1,8,360,282,15,468,1,0
283,192,1,2024-02-22,1,8,360,282,15,469,1,0
284,192,1,2024-03-09,1,8,360,282,15,470,1,0
285,193,1,2025-10-20,1,16,634,1728,32,474,1,0
286,194,1,2026-07-21,1,14,553,654,27,477,1,0
287,194,1,2026-07-24,1,14,553,654,27,478,1,0
288,199,1,2025-01-12,1,7,319,2079,14,483,1,0
289,200,1,2026-01-02,1,24,909,1917,47,485,1,0
290,200,2,2025-12-11,1,24,909,1917,47,486,1,0
291,200,1,2025-12-28,1,24,909,1917,47,488,1,0
292,201,1,2025-08-14,1,19,721,61,38,490,1,0
293,201,1,2025-09-09,1,19,721,61,38,491,1,0
294,202,1,2023-07-12,1,6,291,1666,11,493,1,0
295,203,1,2023-05-26,1,28,1031,1742,55,494,1,0
296,203,1,2023-06-09,1,28,1031,1742,55,495,1,0
297,203,1,2023-05-24,1,28,1031,1742,55,496,1,0
298,204,1,2023-09-17,1,23,870,1315,45,499,1,0
299,204,1,2023-09-19,1,23,870,1315,45,500,1,0
300,206,1,2025-07-09,1,9,381,1329,17,503,1,0
301,207,1,2024-12-14,1,10,423,1950,19,505,1,0
302,207,1,2024-12-17,1,10,423,1950,19,506,1,0
303,208,1,2023-07-17,1,22,857,1758,43,507,1,0
304,208,1,2023-06-26,1,22,857,1758,43,508,1,0
305,208,1,2023-07-21,1,22,857,1758,43,509,1,0
306,209,1,2023-08-05,1,27,988,2008,53,511,1,0
307,209,1,2023-08-13,1,27,988,2008,53,512,1,0
308,210,1,2024-07-04,1,5,196,2030,9,515,1,0
309,211,1,2024-08-19,1,13,520,1805,26,516,1,0
310,211,1,2024-07-28,1,13,520,1805,26,517,1,0
311,211,1,2024-08-21,1,13,520,1805,26,518,1,0
312,212,1,2024-04-09,1,21,794,2307,41,520,1,0
313,213,1,2025-06-06,1,1,6,89,1,522,1,0
314,213,1,2025-05-08,1,1,6,89,1,523,1,0
315,214,1,2025-02-28,1,6,316,244,11,524,1,0
316,214,1,2025-02-08,1,6,316,244,11,525,1,0
317,214,2,2025-02-13,1,6,316,244,11,526,1,0
318,215,1,2023-07-10,1,14,554,1820,28,527,1,0
319,215,2,2023-07-25,1,14,554,1820,28,528,1,0
320,216,1,2026-03-29,1,5,191,401,9,531,1,0
321,216,1,2026-03-23,1,5,191,401,9,532,1,0
322,218,1,2026-05-21,1,27,994,1910,53,534,1,0
323,218,2,2026-05-23,1,27,994,1910,53,535,1,0
324,219,1,2025-01-04,1,23,881,680,46,536,1,0
325,220,1,2025-03-04,1,17,654,692,33,541,1,0
326,221,1,2026-05-12,1,8,359,1711,16,543,1,0
327,222,1,2023-12-05,1,5,276,356,9,547,1,0
328,222,1,2023-12-03,1,5,276,356,9,548,1,0
329,223,1,2023-07-19,1,23,868,914,45,550,1,0
330,224,1,2025-12-16,1,21,796,1729,41,552,1,0
331,224,1,2025-12-31,1,21,796,1729,41,553,1,0
332,224,1,2025-12-18,1,21,796,1729,41,554,1,0
333,225,2,2024-12-06,1,23,878,2346,45,555,1,0
334,225,1,2024-11-27,1,23,878,2346,45,556,1,0
335,226,1,2025-09-14,1,17,641,1141,33,557,1,0
336,227,1,2025-02-25,1,22,812,1703,44,558,1,0
337,227,1,2025-02-17,1,22,812,1703,44,560,1,0
338,228,1,2025-08-10,1,2,84,84,3,561,1,0
339,229,1,2026-02-22,1,5,247,1723,10,563,1,0
340,230,1,2025-10-01,1,28,1032,1322,56,564,1,0
341,230,1,2025-10-09,1,28,1032,1322,56,565,1,0
342,233,2,2025-09-05,1,4,155,23,8,572,1,0
343,233,1,2025-09-10,1,4,155,23,8,573,1,0
344,233,1,2025-09-01,1,4,155,23,8,574,1,0
345,236,2,2024-08-15,1,13,542,754,26,577,1,0
346,236,1,2024-08-26,1,13,542,754,26,578,1,0
347,236,1,2024-08-21,1,13,542,754,26,580,1,0
348,237,1,2024-06-02,1,15,602,173,29,581,1,0
349,237,1,2024-05-17,1,15,602,173,29,582,1,0
350,237,1,2024-05-23,1,15,602,173,29,584,1,0
351,238,1,2025-05-15,1,30,1084,1272,60,585,1,0
352,238,2,2025-05-03,1,30,1084,1272,60,586,1,0
353,239,1,2025-02-27,1,18,707,2409,35,587,1,0
354,240,1,2023-11-28,1,5,174,121,9,590,1,0
355,241,1,2023-11-21,1,17,659,543,34,591,1,0
356,241,2,2023-11-11,1,17,659,543,34,592,1,0
357,243,1,2023-02-04,1,15,595,670,29,594,1,0
358,243,1,2023-02-05,1,15,595,670,29,595,1,0
359,244,1,2026-07-21,1,17,684,2420,34,597,1,0
360,244,1,2026-06-28,1,17,684,2420,34,599,1,0
361,245,1,2023-07-22,1,19,732,2205,37,600,1,0
362,246,1,2023-05-01,1,22,816,208,43,601,1,0
363,247,1,2024-05-17,1,2,82,1142,3,603,1,0
364,247,2,2024-05-19,1,2,82,1142,3,604,1,0
365,248,1,2025-10-05,1,23,885,175,45,607,1,0
366,248,1,2025-09-30,1,23,885,175,45,608,1,0
367,249,1,2023-03-27,1,22,826,602,43,609,1,0
368,249,1,2023-03-26,1,22,826,602,43,610,1,0
369,250,1,2025-06-10,1,14,558,1672,28,612,1,0
370,252,2,2023-03-31,1,11,486,2492,21,616,1,0
371,253,1,2024-09-24,1,28,1010,2419,55,617,1,0
372,254,1,2024-11-21,1,15,580,688,30,618,1,0
373,255,1,2025-04-20,1,22,864,258,44,619,1,0
374,256,1,2024-10-01,1,17,669,1083,34,620,1,0
375,256,1,2024-10-08,1,17,669,1083,34,622,1,0
376,256,1,2024-09-21,1,17,669,1083,34,623,1,0
377,257,1,2025-09-13,1,20,767,1959,39,624,1,0
378,257,1,2025-08-22,1,20,767,1959,39,625,1,0
379,258,1,2024-05-30,1,17,660,1541,33,628,1,0
380,259,1,2024-09-04,1,14,572,2477,27,629,1,0
381,259,1,2024-09-16,1,14,572,2477,27,632,1,0
382,260,1,2023-09-29,1,6,309,895,11,634,1,0
383,261,1,2026-07-25,1,5,278,1938,10,635,1,0
384,262,1,2025-04-27,1,13,538,1291,25,641,1,0
385,263,2,2025-03-11,1,13,527,2400,25,642,1,0
386,263,1,2025-03-05,1,13,527,2400,25,643,1,0
387,264,1,2025-12-01,1,3,132,528,6,647,1,0
388,265,1,2024-02-14,1,21,793,16,42,650,1,0
389,266,1,2025-04-05,1,30,1071,706,60,651,1,0
390,266,1,2025-04-22,1,30,1071,706,60,652,1,0
391,266,1,2025-04-25,1,30,1071,706,60,653,1,0
392,266,1,2025-04-12,1,30,1071,706,60,654,1,0
393,267,1,2024-10-21,1,11,478,82,22,657,1,0
394,268,1,2026-04-19,1,1,25,2488,2,659,1,0
395,269,1,2024-04-02,1,28,1021,1380,55,661,1,0
396,269,1,2024-04-15,1,28,1021,1380,55,662,1,0
397,271,2,2024-01-09,1,11,451,1477,22,664,1,0
398,272,1,2025-03-01,1,5,178,1920,9,666,1,0
399,273,2,2024-01-14,1,6,311,148,12,667,1,0
400,273,1,2024-01-12,1,6,311,148,12,669,1,0
401,274,1,2024-03-27,1,25,927,1313,49,670,1,0
402,275,1,2026-08-04,1,2,58,2242,3,671,1,0
403,275,1,2026-08-15,1,2,58,2242,3,672,1,0
404,275,1,2026-08-09,1,2,58,2242,3,673,1,0
405,275,2,2026-07-31,1,2,58,2242,3,674,1,0
406,276,1,2026-05-30,1,16,623,182,32,675,1,0
407,278,1,2024-11-06,1,11,465,2195,21,677,1,0
408,278,1,2024-11-20,1,11,465,2195,21,678,1,0
409,279,2,2025-06-09,1,11,475,89,21,679,1,0
410,281,1,2023-10-04,1,8,362,2232,15,682,1,0
411,282,1,2024-04-16,1,5,203,1584,9,685,1,0
412,283,1,2026-03-01,1,5,239,1854,10,687,1,0
413,284,1,2025-10-23,1,22,863,385,44,688,1,0
414,285,1,2024-06-11,1,21,786,894,42,691,1,0
415,286,1,2024-09-08,1,14,556,577,27,693,1,0
416,286,1,2024-09-09,1,14,556,577,27,694,1,0
417,287,1,2024-08-22,1,1,17,2030,2,695,1,0
418,287,1,2024-08-20,1,1,17,2030,2,696,1,0
419,289,1,2024-01-21,1,13,540,1656,25,698,1,0
420,289,1,2024-01-30,1,13,540,1656,25,699,1,0
421,289,2,2024-01-09,1,13,540,1656,25,700,1,0
422,290,1,2023-11-03,1,29,1064,154,58,701,1,0
423,291,1,2024-02-22,1,5,207,744,9,702,1,0
424,291,1,2024-02-19,1,5,207,744,9,705,1,0
425,292,1,2024-07-31,1,12,497,727,23,706,1,0
426,292,1,2024-08-07,1,12,497,727,23,707,1,0
427,292,2,2024-08-13,1,12,497,727,23,709,1,0
428,294,2,2024-02-28,1,22,857,1328,44,712,1,0
429,294,1,2024-03-03,1,22,857,1328,44,714,1,0
430,295,1,2024-02-16,1,29,1056,2037,58,715,1,0
431,295,1,2024-03-02,1,29,1056,2037,58,716,1,0
432,296,1,2025-07-16,1,16,610,591,31,717,1,0
433,297,1,2023-07-09,1,25,943,1687,49,720,1,0
434,297,2,2023-07-14,1,25,943,1687,49,721,1,0
435,298,1,2024-03-17,1,27,988,1153,54,722,1,0
436,299,1,2023-02-25,1,4,171,662,7,723,1,0
437,301,2,2023-02-04,1,16,634,18,31,725,1,0
438,301,1,2023-02-06,1,16,634,18,31,727,1,0
439,302,1,2023-10-02,1,20,777,622,40,728,1,0
440,303,1,2024-10-12,1,28,1018,1160,55,729,1,0
441,303,1,2024-10-16,1,28,1018,1160,55,730,1,0
442,304,1,2025-08-02,1,9,378,1656,18,731,1,0
443,304,1,2025-07-08,1,9,378,1656,18,732,1,0
444,305,1,2025-10-11,1,5,206,1933,9,735,1,0
445,306,1,2023-01-25,1,2,66,1098,3,737,1,0
446,307,1,2026-03-08,1,27,1003,2148,53,738,1,0
447,308,1,2026-02-25,1,5,264,2276,9,742,1,0
448,309,1,2026-01-31,1,2,43,1717,4,743,1,0
449,310,1,2025-04-22,1,4,170,382,8,745,1,0
450,310,1,2025-04-02,1,4,170,382,8,746,1,0
451,310,1,2025-04-05,1,4,170,382,8,747,1,0
452,311,1,2024-03-18,1,8,357,1862,16,748,1,0
453,311,1,2024-03-22,1,8,357,1862,16,751,1,0
454,312,2,2024-04-05,1,8,372,571,15,752,1,0
455,313,1,2025-04-17,1,8,361,21,15,754,1,0
456,313,1,2025-04-30,1,8,361,21,15,755,1,0
457,314,1,2023-01-25,1,3,127,1400,6,757,1,0
458,315,1,2023-06-22,1,30,1095,1807,59,758,1,0
459,315,1,2023-06-26,1,30,1095,1807,59,759,1,0
460,315,1,2023-06-25,1,30,1095,1807,59,761,1,0
461,316,1,2026-07-30,1,4,152,284,8,762,1,0
462,316,1,2026-07-19,1,4,152,284,8,763,1,0
463,317,2,2025-12-09,1,15,583,344,29,764,1,0
