UnitID,UnitName,TypeID,ParentUnit,NationalityID,StateID,DistrictID,Active
122,Belagavi PS 36,1,,1,1,3,1
123,Belagavi PS 37,1,,1,1,3,1
124,Belagavi PS 38,1,,1,1,3,1
125,Belagavi PS 39,1,,1,1,3,1
126,Belagavi PS 40,1,,1,1,3,1
127,Belagavi PS 41,1,,1,1,3,1
128,Belagavi PS 42,1,,1,1,3,1
129,Belagavi PS 43,1,,1,1,3,1
130,Belagavi PS 44,1,,1,1,3,1
131,Belagavi PS 45,1,,1,1,3,1
132,Belagavi PS 46,1,,1,1,3,1
133,Belagavi PS 47,1,,1,1,3,1
134,Belagavi PS 48,1,,1,1,3,1
135,Belagavi PS 49,1,,1,1,3,1
136,Belagavi PS 50,1,,1,1,3,1
137,Belagavi PS 51,1,,1,1,3,1
138,Belagavi PS 52,1,,1,1,3,1
139,Belagavi PS 53,1,,1,1,3,1
140,Belagavi PS 54,1,,1,1,3,1
141,Belagavi PS 55,1,,1,1,3,1
142,Belagavi PS 56,1,,1,1,3,1
143,Belagavi PS 57,1,,1,1,3,1
144,Bengaluru Rural PS 1,1,,1,1,4,1
145,Bengaluru Rural PS 2,1,,1,1,4,1
146,Bengaluru Rural PS 3,1,,1,1,4,1
147,Bengaluru Rural PS 4,1,,1,1,4,1
148,Bengaluru Rural PS 5,1,,1,1,4,1
149,Bengaluru Rural PS 6,1,,1,1,4,1
150,Bengaluru Rural PS 7,1,,1,1,4,1
151,Bengaluru Rural PS 8,1,,1,1,4,1
152,Bengaluru Rural PS 9,1,,1,1,4,1
153,Bengaluru Rural PS 10,1,,1,1,4,1
154,Bengaluru Rural PS 11,1,,1,1,4,1
155,Bengaluru Rural PS 12,1,,1,1,4,1
156,Bengaluru Rural PS 13,1,,1,1,4,1
157,Bengaluru Rural PS 14,1,,1,1,4,1
158,Bengaluru Rural PS 15,1,,1,1,4,1
159,Bengaluru Rural PS 16,1,,1,1,4,1
160,Bengaluru Rural PS 17,1,,1,1,4,1
161,Bengaluru Rural PS 18,1,,1,1,4,1
162,Bengaluru Rural PS 19,1,,1,1,4,1
163,Bengaluru Rural PS 20,1,,1,1,4,1
164,Bengaluru Rural PS 21,1,,1,1,4,1
165,Bengaluru Rural PS 22,1,,1,1,4,1
166,Bengaluru Rural PS 23,1,,1,1,4,1
167,Bengaluru Rural PS 24,1,,1,1,4,1
168,Bengaluru Rural PS 25,1,,1,1,4,1
169,Bengaluru Rural PS 26,1,,1,1,4,1
170,Bengaluru Rural PS 27,1,,1,1,4,1
171,Bengaluru Rural PS 28,1,,1,1,4,1
172,Bengaluru Rural PS 29,1,,1,1,4,1
173,Bengaluru Urban PS 1,1,,1,1,5,1
174,Bengaluru Urban PS 2,1,,1,1,5,1
175,Bengaluru Urban PS 3,1,,1,1,5,1
176,Bengaluru Urban PS 4,1,,1,1,5,1
177,Bengaluru Urban PS 5,1,,1,1,5,1
178,Bengaluru Urban PS 6,1,,1,1,5,1
179,Bengaluru Urban PS 7,1,,1,1,5,1
180,Bengaluru Urban PS 8,1,,1,1,5,1
181,Bengaluru Urban PS 9,1,,1,1,5,1
182,Bengaluru Urban PS 10,1,,1,1,5,1
183,Bengaluru Urban PS 11,1,,1,1,5,1
184,Bengaluru Urban PS 12,1,,1,1,5,1
185,Bengaluru Urban PS 13,1,,1,1,5,1
186,Bengaluru Urban PS 14,1,,1,1,5,1
187,Bengaluru Urban PS 15,1,,1,1,5,1
188,Bengaluru Urban PS 16,1,,1,1,5,1
189,Bengaluru Urban PS 17,1,,1,1,5,1
190,Bengaluru Urban PS 18,1,,1,1,5,1
191,Bengaluru Urban PS 19,1,,1,1,5,1
192,Bengaluru Urban PS 20,1,,1,1,5,1
193,Bengaluru Urban PS 21,1,,1,1,5,1
194,Bengaluru Urban PS 22,1,,1,1,5,1
195,Bengaluru Urban PS 23,1,,1,1,5,1
196,Bengaluru Urban PS 24,1,,1,1,5,1
197,Bengaluru Urban PS 25,1,,1,1,5,1
198,Bengaluru Urban PS 26,1,,1,1,5,1
199,Bengaluru Urban PS 27,1,,1,1,5,1
200,Bengaluru Urban PS 28,1,,1,1,5,1
201,Bengaluru Urban PS 29,1,,1,1,5,1
202,Bengaluru Urban PS 30,1,,1,1,5,1
203,Bengaluru Urban PS 31,1,,1,1,5,1
204,Bengaluru Urban PS 32,1,,1,1,5,1
205,Bengaluru Urban PS 33,1,,1,1,5,1
206,Bengaluru Urban PS 34,1,,1,1,5,1
207,Bengaluru Urban PS 35,1,,1,1,5,1
208,Bengaluru Urban PS 36,1,,1,1,5,1
209,Bengaluru Urban PS 37,1,,1,1,5,1
210,Bengaluru Urban PS 38,1,,1,1,5,1
211,Bengaluru Urban PS 39,1,,1,1,5,1
212,Bengaluru Urban PS 40,1,,1,1,5,1
213,Bengaluru Urban PS 41,1,,1,1,5,1
214,Bengaluru Urban PS 42,1,,1,1,5,1
215,Bengaluru Urban PS 43,1,,1,1,5,1
216,Bengaluru Urban PS 44,1,,1,1,5,1
217,Bengaluru Urban PS 45,1,,1,1,5,1
218,Bengaluru Urban PS 46,1,,1,1,5,1
219,Bengaluru Urban PS 47,1,,1,1,5,1
220,Bengaluru Urban PS 48,1,,1,1,5,1
221,Bengaluru Urban PS 49,1,,1,1,5,1
222,Bengaluru Urban PS 50,1,,1,1,5,1
223,Bengaluru Urban PS 51,1,,1,1,5,1
224,Bengaluru Urban PS 52,1,,1,1,5,1
225,Bengaluru Urban PS 53,1,,1,1,5,1
226,Bengaluru Urban PS 54,1,,1,1,5,1
227,Bengaluru Urban PS 55,1,,1,1,5,1
228,Bengaluru Urban PS 56,1,,1,1,5,1
229,Bengaluru Urban PS 57,1,,1,1,5,1
230,Bengaluru Urban PS 58,1,,1,1,5,1
231,Bengaluru Urban PS 59,1,,1,1,5,1
232,Bengaluru Urban PS 60,1,,1,1,5,1
233,Bengaluru Urban PS 61,1,,1,1,5,1
234,Bengaluru Urban PS 62,1,,1,1,5,1
235,Bengaluru Urban PS 63,1,,1,1,5,1
236,Bengaluru Urban PS 64,1,,1,1,5,1
237,Bengaluru Urban PS 65,1,,1,1,5,1
238,Bengaluru Urban PS 66,1,,1,1,5,1
239,Bengaluru Urban PS 67,1,,1,1,5,1
240,Bengaluru Urban PS 68,1,,1,1,5,1
241,Bengaluru Urban PS 69,1,,1,1,5,1
242,Bengaluru Urban PS 70,1,,1,1,5,1
243,Bengaluru Urban PS 71,1,,1,1,5,1
244,Bengaluru Urban PS 72,1,,1,1,5,1
245,Bengaluru Urban PS 73,1,,1,1,5,1
246,Bengaluru Urban PS 74,1,,1,1,5,1
247,Bengaluru Urban PS 75,1,,1,1,5,1
248,Bengaluru Urban PS 76,1,,1,1,5,1
249,Bengaluru Urban PS 77,1,,1,1,5,1
250,Bengaluru Urban PS 78,1,,1,1,5,1
251,Bengaluru Urban PS 79,1,,1,1,5,1
252,Bengaluru Urban PS 80,1,,1,1,5,1
253,Bengaluru Urban PS 81,1,,1,1,5,1
254,Bengaluru Urban PS 82,1,,1,1,5,1
255,Bengaluru Urban PS 83,1,,1,1,5,1
256,Bengaluru Urban PS 84,1,,1,1,5,1
257,Bengaluru Urban PS 85,1,,1,1,5,1
258,Bengaluru Urban PS 86,1,,1,1,5,1
259,Bengaluru Urban PS 87,1,,1,1,5,1
260,Bengaluru Urban PS 88,1,,1,1,5,1
261,Bengaluru Urban PS 89,1,,1,1,5,1
262,Bengaluru Urban PS 90,1,,1,1,5,1
263,Bengaluru Urban PS 91,1,,1,1,5,1
264,Bengaluru Urban PS 92,1,,1,1,5,1
265,Bengaluru Urban PS 93,1,,1,1,5,1
266,Bengaluru Urban PS 94,1,,1,1,5,1
267,Bengaluru Urban PS 95,1,,1,1,5,1
268,Bengaluru Urban PS 96,1,,1,1,5,1
269,Bengaluru Urban PS 97,1,,1,1,5,1
270,Bengaluru Urban PS 98,1,,1,1,5,1
271,Bengaluru Urban PS 99,1,,1,1,5,1
272,Bengaluru Urban PS 100,1,,1,1,5,1
273,Bengaluru Urban PS 101,1,,1,1,5,1
274,Bengaluru Urban PS 102,1,,1,1,5,1
275,Bengaluru Urban PS 103,1,,1,1,5,1
276,Bengaluru Urban PS 104,1,,1,1,5,1
277,Bengaluru Urban PS 105,1,,1,1,5,1
278,Bengaluru Urban PS 106,1,,1,1,5,1
279,Bengaluru Urban PS 107,1,,1,1,5,1
280,Bengaluru Urban PS 108,1,,1,1,5,1
281,Bengaluru Urban PS 109,1,,1,1,5,1
282,Bengaluru Urban PS 110,1,,1,1,5,1
283,Bengaluru Urban PS 111,1,,1,1,5,1
284,Bengaluru Urban PS 112,1,,1,1,5,1
285,Bengaluru Urban PS 113,1,,1,1,5,1
286,Bengaluru Urban PS 114,1,,1,1,5,1
287,Bengaluru Urban PS 115,1,,1,1,5,1
288,Bidar PS 1,1,,1,1,6,1
289,Bidar PS 2,1,,1,1,6,1
290,Bidar PS 3,1,,1,1,6,1
291,Bidar PS 4,1,,1,1,6,1
292,Bidar PS 5,1,,1,1,6,1
293,Bidar PS 6,1,,1,1,6,1
294,Bidar PS 7,1,,1,1,6,1
295,Bidar PS 8,1,,1,1,6,1
296,Bidar PS 9,1,,1,1,6,1
297,Bidar PS 10,1,,1,1,6,1
298,Bidar PS 11,1,,1,1,6,1
299,Bidar PS 12,1,,1,1,6,1
300,Bidar PS 13,1,,1,1,6,1
301,Bidar PS 14,1,,1,1,6,1
302,Bidar PS 15,1,,1,1,6,1
303,Bidar PS 16,1,,1,1,6,1
304,Bidar PS 17,1,,1,1,6,1
305,Bidar PS 18,1,,1,1,6,1
306,Bidar PS 19,1,,1,1,6,1
307,Bidar PS 20,1,,1,1,6,1
308,Bidar PS 21,1,,1,1,6,1
309,Bidar PS 22,1,,1,1,6,1
310,Bidar PS 23,1,,1,1,6,1
311,Bidar PS 24,1,,1,1,6,1
312,Bidar PS 25,1,,1,1,6,1
313,Bidar PS 26,1,,1,1,6,1
314,Bidar PS 27,1,,1,1,6,1
315,Bidar PS 28,1,,1,1,6,1
316,Bidar PS 29,1,,1,1,6,1
317,Chamarajanagar PS 1,1,,1,1,7,1
318,Chamarajanagar PS 2,1,,1,1,7,1
319,Chamarajanagar PS 3,1,,1,1,7,1
320,Chamarajanagar PS 4,1,,1,1,7,1
321,Chamarajanagar PS 5,1,,1,1,7,1
322,Chamarajanagar PS 6,1,,1,1,7,1
323,Chamarajanagar PS 7,1,,1,1,7,1
324,Chamarajanagar PS 8,1,,1,1,7,1
325,Chamarajanagar PS 9,1,,1,1,7,1
326,Chamarajanagar PS 10,1,,1,1,7,1
327,Chamarajanagar PS 11,1,,1,1,7,1
328,Chamarajanagar PS 12,1,,1,1,7,1
329,Chamarajanagar PS 13,1,,1,1,7,1
330,Chamarajanagar PS 14,1,,1,1,7,1
331,Chamarajanagar PS 15,1,,1,1,7,1
332,Chamarajanagar PS 16,1,,1,1,7,1
333,Chamarajanagar PS 17,1,,1,1,7,1
334,Chamarajanagar PS 18,1,,1,1,7,1
335,Chamarajanagar PS 19,1,,1,1,7,1
336,Chamarajanagar PS 20,1,,1,1,7,1
337,Chamarajanagar PS 21,1,,1,1,7,1
338,Chamarajanagar PS 22,1,,1,1,7,1
339,Chamarajanagar PS 23,1,,1,1,7,1
340,Chamarajanagar PS 24,1,,1,1,7,1
341,Chamarajanagar PS 25,1,,1,1,7,1
342,Chamarajanagar PS 26,1,,1,1,7,1
343,Chamarajanagar PS 27,1,,1,1,7,1
344,Chamarajanagar PS 28,1,,1,1,7,1
345,Chamarajanagar PS 29,1,,1,1,7,1
346,Chikkaballapur PS 1,1,,1,1,8,1
347,Chikkaballapur PS 2,1,,1,1,8,1
348,Chikkaballapur PS 3,1,,1,1,8,1
349,Chikkaballapur PS 4,1,,1,1,8,1
350,Chikkaballapur PS 5,1,,1,1,8,1
351,Chikkaballapur PS 6,1,,1,1,8,1
352,Chikkaballapur PS 7,1,,1,1,8,1
353,Chikkaballapur PS 8,1,,1,1,8,1
354,Chikkaballapur PS 9,1,,1,1,8,1
355,Chikkaballapur PS 10,1,,1,1,8,1
356,Chikkaballapur PS 11,1,,1,1,8,1
357,Chikkaballapur PS 12,1,,1,1,8,1
358,Chikkaballapur PS 13,1,,1,1,8,1
359,Chikkaballapur PS 14,1,,1,1,8,1
360,Chikkaballapur PS 15,1,,1,1,8,1
361,Chikkaballapur PS 16,1,,1,1,8,1
362,Chikkaballapur PS 17,1,,1,1,8,1
363,Chikkaballapur PS 18,1,,1,1,8,1
364,Chikkaballapur PS 19,1,,1,1,8,1
365,Chikkaballapur PS 20,1,,1,1,8,1
366,Chikkaballapur PS 21,1,,1,1,8,1
367,Chikkaballapur PS 22,1,,1,1,8,1
368,Chikkaballapur PS 23,1,,1,1,8,1
369,Chikkaballapur PS 24,1,,1,1,8,1
370,Chikkaballapur PS 25,1,,1,1,8,1
371,Chikkaballapur PS 26,1,,1,1,8,1
372,Chikkaballapur PS 27,1,,1,1,8,1
373,Chikkaballapur PS 28,1,,1,1,8,1
374,Chikkaballapur PS 29,1,,1,1,8,1
375,Chikkamagaluru PS 1,1,,1,1,9,1
376,Chikkamagaluru PS 2,1,,1,1,9,1
377,Chikkamagaluru PS 3,1,,1,1,9,1
378,Chikkamagaluru PS 4,1,,1,1,9,1
379,Chikkamagaluru PS 5,1,,1,1,9,1
380,Chikkamagaluru PS 6,1,,1,1,9,1
381,Chikkamagaluru PS 7,1,,1,1,9,1
382,Chikkamagaluru PS 8,1,,1,1,9,1
383,Chikkamagaluru PS 9,1,,1,1,9,1
384,Chikkamagaluru PS 10,1,,1,1,9,1
385,Chikkamagaluru PS 11,1,,1,1,9,1
386,Chikkamagaluru PS 12,1,,1,1,9,1
387,Chikkamagaluru PS 13,1,,1,1,9,1
388,Chikkamagaluru PS 14,1,,1,1,9,1
389,Chikkamagaluru PS 15,1,,1,1,9,1
390,Chikkamagaluru PS 16,1,,1,1,9,1
391,Chikkamagaluru PS 17,1,,1,1,9,1
392,Chikkamagaluru PS 18,1,,1,1,9,1
393,Chikkamagaluru PS 19,1,,1,1,9,1
394,Chikkamagaluru PS 20,1,,1,1,9,1
395,Chikkamagaluru PS 21,1,,1,1,9,1
396,Chikkamagaluru PS 22,1,,1,1,9,1
397,Chikkamagaluru PS 23,1,,1,1,9,1
398,Chikkamagaluru PS 24,1,,1,1,9,1
399,Chikkamagaluru PS 25,1,,1,1,9,1
400,Chikkamagaluru PS 26,1,,1,1,9,1
401,Chikkamagaluru PS 27,1,,1,1,9,1
402,Chikkamagaluru PS 28,1,,1,1,9,1
403,Chikkamagaluru PS 29,1,,1,1,9,1
404,Chitradurga PS 1,1,,1,1,10,1
405,Chitradurga PS 2,1,,1,1,10,1
406,Chitradurga PS 3,1,,1,1,10,1
407,Chitradurga PS 4,1,,1,1,10,1
408,Chitradurga PS 5,1,,1,1,10,1
409,Chitradurga PS 6,1,,1,1,10,1
410,Chitradurga PS 7,1,,1,1,10,1
411,Chitradurga PS 8,1,,1,1,10,1
412,Chitradurga PS 9,1,,1,1,10,1
413,Chitradurga PS 10,1,,1,1,10,1
414,Chitradurga PS 11,1,,1,1,10,1
415,Chitradurga PS 12,1,,1,1,10,1
416,Chitradurga PS 13,1,,1,1,10,1
417,Chitradurga PS 14,1,,1,1,10,1
418,Chitradurga PS 15,1,,1,1,10,1
419,Chitradurga PS 16,1,,1,1,10,1
420,Chitradurga PS 17,1,,1,1,10,1
421,Chitradurga PS 18,1,,1,1,10,1
422,Chitradurga PS 19,1,,1,1,10,1
423,Chitradurga PS 20,1,,1,1,10,1
424,Chitradurga PS 21,1,,1,1,10,1
425,Chitradurga PS 22,1,,1,1,10,1
426,Chitradurga PS 23,1,,1,1,10,1
427,Chitradurga PS 24,1,,1,1,10,1
428,Chitradurga PS 25,1,,1,1,10,1
429,Chitradurga PS 26,1,,1,1,10,1
430,Chitradurga PS 27,1,,1,1,10,1
431,Chitradurga PS 28,1,,1,1,10,1
432,Chitradurga PS 29,1,,1,1,10,1
433,Dakshina Kannada PS 1,1,,1,1,11,1
434,Dakshina Kannada PS 2,1,,1,1,11,1
435,Dakshina Kannada PS 3,1,,1,1,11,1
436,Dakshina Kannada PS 4,1,,1,1,11,1
437,Dakshina Kannada PS 5,1,,1,1,11,1
438,Dakshina Kannada PS 6,1,,1,1,11,1
439,Dakshina Kannada PS 7,1,,1,1,11,1
440,Dakshina Kannada PS 8,1,,1,1,11,1
441,Dakshina Kannada PS 9,1,,1,1,11,1
442,Dakshina Kannada PS 10,1,,1,1,11,1
443,Dakshina Kannada PS 11,1,,1,1,11,1
444,Dakshina Kannada PS 12,1,,1,1,11,1
445,Dakshina Kannada PS 13,1,,1,1,11,1
446,Dakshina Kannada PS 14,1,,1,1,11,1
447,Dakshina Kannada PS 15,1,,1,1,11,1
448,Dakshina Kannada PS 16,1,,1,1,11,1
449,Dakshina Kannada PS 17,1,,1,1,11,1
450,Dakshina Kannada PS 18,1,,1,1,11,1
451,Dakshina Kannada PS 19,1,,1,1,11,1
452,Dakshina Kannada PS 20,1,,1,1,11,1
453,Dakshina Kannada PS 21,1,,1,1,11,1
454,Dakshina Kannada PS 22,1,,1,1,11,1
455,Dakshina Kannada PS 23,1,,1,1,11,1
456,Dakshina Kannada PS 24,1,,1,1,11,1
457,Dakshina Kannada PS 25,1,,1,1,11,1
458,Dakshina Kannada PS 26,1,,1,1,11,1
459,Dakshina Kannada PS 27,1,,1,1,11,1
460,Dakshina Kannada PS 28,1,,1,1,11,1
461,Dakshina Kannada PS 29,1,,1,1,11,1
462,Dakshina Kannada PS 30,1,,1,1,11,1
463,Dakshina Kannada PS 31,1,,1,1,11,1
464,Dakshina Kannada PS 32,1,,1,1,11,1
465,Dakshina Kannada PS 33,1,,1,1,11,1
466,Dakshina Kannada PS 34,1,,1,1,11,1
467,Dakshina Kannada PS 35,1,,1,1,11,1
468,Dakshina Kannada PS 36,1,,1,1,11,1
469,Dakshina Kannada PS 37,1,,1,1,11,1
470,Dakshina Kannada PS 38,1,,1,1,11,1
471,Dakshina Kannada PS 39,1,,1,1,11,1
472,Dakshina Kannada PS 40,1,,1,1,11,1
473,Dakshina Kannada PS 41,1,,1,1,11,1
474,Dakshina Kannada PS 42,1,,1,1,11,1
475,Dakshina Kannada PS 43,1,,1,1,11,1
476,Dakshina Kannada PS 44,1,,1,1,11,1
477,Dakshina Kannada PS 45,1,,1,1,11,1
478,Dakshina Kannada PS 46,1,,1,1,11,1
479,Dakshina Kannada PS 47,1,,1,1,11,1
480,Dakshina Kannada PS 48,1,,1,1,11,1
481,Dakshina Kannada PS 49,1,,1,1,11,1
482,Dakshina Kannada PS 50,1,,1,1,11,1
483,Dakshina Kannada PS 51,1,,1,1,11,1
484,Dakshina Kannada PS 52,1,,1,1,11,1
485,Dakshina Kannada PS 53,1,,1,1,11,1
486,Dakshina Kannada PS 54,1,,1,1,11,1
487,Dakshina Kannada PS 55,1,,1,1,11,1
488,Dakshina Kannada PS 56,1,,1,1,11,1
489,Dakshina Kannada PS 57,1,,1,1,11,1
490,Davanagere PS 1,1,,1,1,12,1
491,Davanagere PS 2,1,,1,1,12,1
492,Davanagere PS 3,1,,1,1,12,1
493,Davanagere PS 4,1,,1,1,12,1
494,Davanagere PS 5,1,,1,1,12,1
495,Davanagere PS 6,1,,1,1,12,1
496,Davanagere PS 7,1,,1,1,12,1
497,Davanagere PS 8,1,,1,1,12,1
498,Davanagere PS 9,1,,1,1,12,1
499,Davanagere PS 10,1,,1,1,12,1
500,Davanagere PS 11,1,,1,1,12,1
501,Davanagere PS 12,1,,1,1,12,1
502,Davanagere PS 13,1,,1,1,12,1
503,Davanagere PS 14,1,,1,1,12,1
504,Davanagere PS 15,1,,1,1,12,1
505,Davanagere PS 16,1,,1,1,12,1
506,Davanagere PS 17,1,,1,1,12,1
507,Davanagere PS 18,1,,1,1,12,1
508,Davanagere PS 19,1,,1,1,12,1
509,Davanagere PS 20,1,,1,1,12,1
510,Davanagere PS 21,1,,1,1,12,1
511,Davanagere PS 22,1,,1,1,12,1
512,Davanagere PS 23,1,,1,1,12,1
513,Davanagere PS 24,1,,1,1,12,1
514,Davanagere PS 25,1,,1,1,12,1
515,Davanagere PS 26,1,,1,1,12,1
516,Davanagere PS 27,1,,1,1,12,1
517,Davanagere PS 28,1,,1,1,12,1
518,Davanagere PS 29,1,,1,1,12,1
519,Dharwad PS 1,1,,1,1,13,1
520,Dharwad PS 2,1,,1,1,13,1
521,Dharwad PS 3,1,,1,1,13,1
522,Dharwad PS 4,1,,1,1,13,1
523,Dharwad PS 5,1,,1,1,13,1
524,Dharwad PS 6,1,,1,1,13,1
525,Dharwad PS 7,1,,1,1,13,1
526,Dharwad PS 8,1,,1,1,13,1
527,Dharwad PS 9,1,,1,1,13,1
528,Dharwad PS 10,1,,1,1,13,1
529,Dharwad PS 11,1,,1,1,13,1
530,Dharwad PS 12,1,,1,1,13,1
531,Dharwad PS 13,1,,1,1,13,1
532,Dharwad PS 14,1,,1,1,13,1
533,Dharwad PS 15,1,,1,1,13,1
534,Dharwad PS 16,1,,1,1,13,1
535,Dharwad PS 17,1,,1,1,13,1
536,Dharwad PS 18,1,,1,1,13,1
537,Dharwad PS 19,1,,1,1,13,1
538,Dharwad PS 20,1,,1,1,13,1
539,Dharwad PS 21,1,,1,1,13,1
540,Dharwad PS 22,1,,1,1,13,1
541,Dharwad PS 23,1,,1,1,13,1
542,Dharwad PS 24,1,,1,1,13,1
543,Dharwad PS 25,1,,1,1,13,1
544,Dharwad PS 26,1,,1,1,13,1
545,Dharwad PS 27,1,,1,1,13,1
546,Dharwad PS 28,1,,1,1,13,1
547,Dharwad PS 29,1,,1,1,13,1
548,Gadag PS 1,1,,1,1,14,1
549,Gadag PS 2,1,,1,1,14,1
550,Gadag PS 3,1,,1,1,14,1
551,Gadag PS 4,1,,1,1,14,1
552,Gadag PS 5,1,,1,1,14,1
553,Gadag PS 6,1,,1,1,14,1
554,Gadag PS 7,1,,1,1,14,1
555,Gadag PS 8,1,,1,1,14,1
556,Gadag PS 9,1,,1,1,14,1
557,Gadag PS 10,1,,1,1,14,1
558,Gadag PS 11,1,,1,1,14,1
559,Gadag PS 12,1,,1,1,14,1
